TICKET_NUMBER,OFFICER_NAME_RAW,BADGE_NUMBER_RAW,PADDED_BADGE_NUMBER,ISSUE_DATE,VIOLATION_NUMBER,VIOLATION_DESCRIPTION,VIOLATION_TYPE,TYPE,STATUS,LOCATION,WARNING_FLAG,SOURCE_FILE,ETL_VERSION,Year,Month,YearMonthKey,Month_Year,TOTAL_PAID_AMOUNT,FINE_AMOUNT,COST_AMOUNT,MISC_AMOUNT,OFFICER_DISPLAY_NAME,TEAM,WG1,WG2,WG3,WG4,WG5,POSS_CONTRACT_TYPE,DATA_QUALITY_SCORE,DATA_QUALITY_TIER,PROCESSING_TIMESTAMP,Data Source,Data Period
HIST_202408_M_000222,null,null,null,08/26/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000223,null,null,null,08/27/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000224,null,null,null,08/28/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000225,null,null,null,08/01/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000226,null,null,null,08/02/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000227,null,null,null,08/03/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000228,null,null,null,08/04/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000229,null,null,null,08/05/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000230,null,null,null,08/06/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000231,null,null,null,08/07/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000232,null,null,null,08/08/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000233,null,null,null,08/09/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000234,null,null,null,08/10/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000235,null,null,null,08/11/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000236,null,null,null,08/12/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000237,null,null,null,08/13/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000238,null,null,null,08/14/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000239,null,null,null,08/15/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000240,null,null,null,08/16/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000241,null,null,null,08/17/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000242,null,null,null,08/18/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000243,null,null,null,08/19/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000244,null,null,null,08/20/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000245,null,null,null,08/21/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000246,null,null,null,08/22/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000247,null,null,null,08/23/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000248,null,null,null,08/24/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000249,null,null,null,08/25/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000250,null,null,null,08/26/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000251,null,null,null,08/27/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000252,null,null,null,08/28/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000253,null,null,null,08/01/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000254,null,null,null,08/02/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000255,null,null,null,08/03/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000256,null,null,null,08/04/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000257,null,null,null,08/05/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000258,null,null,null,08/06/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000259,null,null,null,08/07/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000260,null,null,null,08/08/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000261,null,null,null,08/09/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000262,null,null,null,08/10/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000263,null,null,null,08/11/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000264,null,null,null,08/12/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000265,null,null,null,08/13/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000266,null,null,null,08/14/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000267,null,null,null,08/15/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000268,null,null,null,08/16/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000269,null,null,null,08/17/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000270,null,null,null,08/18/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000271,null,null,null,08/19/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000272,null,null,null,08/20/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000273,null,null,null,08/21/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000274,null,null,null,08/22/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000275,null,null,null,08/23/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000276,null,null,null,08/24/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000277,null,null,null,08/25/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000278,null,null,null,08/26/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000279,null,null,null,08/27/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000280,null,null,null,08/28/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000281,null,null,null,08/01/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202408_M_000282,null,null,null,08/02/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,8,202408,24-Aug,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202409_M_000001,null,null,null,09/01/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,9,202409,24-Sep,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202409_M_000002,null,null,null,09/02/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,9,202409,24-Sep,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202409_M_000003,null,null,null,09/03/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,9,202409,24-Sep,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202409_M_000004,null,null,null,09/04/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,9,202409,24-Sep,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202409_M_000005,null,null,null,09/05/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,9,202409,24-Sep,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202409_M_000006,null,null,null,09/06/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,9,202409,24-Sep,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202409_M_000007,null,null,null,09/07/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,9,202409,24-Sep,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202409_M_000008,null,null,null,09/08/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,9,202409,24-Sep,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202409_M_000009,null,null,null,09/09/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,9,202409,24-Sep,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202409_M_000010,null,null,null,09/10/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,9,202409,24-Sep,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202409_M_000011,null,null,null,09/11/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,9,202409,24-Sep,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
HIST_202409_M_000012,null,null,null,09/12/24 0:00,39:4-85,Moving Violation - Historical,Moving Violation - Historical,M,Historical,null,null,Historical_Summary_Data,HISTORICAL_BACKFILL,2024,9,202409,24-Sep,null,null,null,null,Historical Data (No Officer Info),null,null,null,null,null,null,null,100,High,45944.52644,Historical Summary (Sept 2024 - Aug 2025),Pre-Transition (Historical)
